,query_1,query_2
3603,query: Кто может запросить выписку по счету несовершеннолетнего?,query: Кто имеет право на получение выписки со счета ребенка?
3604,query: Что нужно показать законному представителю для связи с подопечным?,"query: Какие бумаги необходимы законному представителю, чтобы установить контакт с подопечным?"
3605,query: Какое основание для отказа в выпуске карты указано для клиентов в Сбол.Про?,query: Что является причиной отказа в получении карты для клиентов в Сбол.Про?
3606,query: Что представляют собой исполнительные документы и когда их можно предъявить в банк?,query: Какие документы являются исполнительными и в каких случаях их предъявляют в банк?
3607,query: Как можно добавить новую связь в систему?,"query: Что нужно сделать, чтобы создать новую связь в системе?"
3608,query: Когда несовершеннолетние имеют право сами обращаться в ВСП за деньгами со своих счетов?,query: В каких ситуациях дети могут самостоятельно получать средства со счетов в ВСП?
3609,"query: Что Банк должен проверить перед операциями с клиентом, который находится в банкротстве?","query: Какие проверки нужны Банку, прежде чем проводить операции с клиентом в состоянии банкротства?"
3610,query: Как приобрести металл на металлический счёт наличными в кассе?,"query: Какие шаги нужно сделать, чтобы купить металл наличными через кассу на металлический счёт?"
3611,query: Как в документе указано состояние дееспособности клиента?,query: Где в документе отображается дееспособность клиента?
3612,"query: В каких случаях клиент должен прийти в офис, согласно памятке?",query: Когда клиенту необходимо обратиться в офис по правилам памятки?
3613,query: Что нужно подготовить и приложить к Запросу для архивирования?,query: Какие документы нужно собрать и добавить к Запросу для хранения в архив?
3614,query: Какое значение имеет placeholder для memo_id 16300?,query: Что означает placeholder в связи с memo_id 16300?
3615,query: Что спросить о Детской СберКарте?,query: Какие вопросы возникают по поводу Детской СберКарты?
3616,query: Какие справки законному представителю нужны для подтверждения полномочий при получении карты?,query: Что требуется от законного представителя для доказательства полномочий при оформлении карты?
3617,query: Что нужно учитывать перед выполнением операций с клиентами в банкротстве?,"query: Какие моменты важно проверить при работе с клиентами, которые банкротятся?"
3618,"query: Что должно произойти, чтобы банк признал клиента банкротом?",query: Какие критерии учитывает банк для определения статуса банкрота клиента?
3619,"query: Что будет, если должник не получит одобрение Финансового управляющего на использование денег?","query: Какие последствия наступят, если банкрот не получит согласие Финансового управляющего на расходование средств?"
3620,query: Что делать с заполненным Запросом о предоставлении информации и сопроводительными документами?,query: Как поступить с клиентским Запросом о предоставлении информации и приложенными документами?
3621,"query: Что рекомендует банк Конкурсному управляющему при открытии счета для клиента, который является банкротом?",query: Какой совет дает банк для Конкурсного управляющего при открытии счета клиента-банкрота?
3622,query: Что может насторожить при обмене валюты у клиента?,query: Какие операции клиента по обмену валюты могут вызвать подозрения?
3623,query: Кто имеет право запросить выписку с счёта несовершеннолетнего в возрасте 14-18 лет?,query: Кому доступна выписка по счету несовершеннолетнего от 14 до 18 лет?
3624,query: Какой месячный лимит на специальный счет для банкрота?,query: Каков лимит использования специального счета для банкрота в месяц?
3625,query: Какой документ нужен для подачи на банкротство в суд?,query: Какие бумаги необходимы для судебной процедуры банкротства?
3626,query: Какие справки нужны банкроту для оформления перевода?,query: Что требуется предоставить клиенту-банкроту для получения перевода?
3627,query: Какие условия действуют для молодежных карт подростков?,query: Что нужно знать о молодежных картах для тинейджеров?
3628,query: Какие документы нужны для получения справки по счету вкладчика с ограниченной дееспособностью?,"query: Что требуется, чтобы получить справку о счете ограниченно дееспособного клиента?"
3629,query: Где находится адрес для отправки заявления о несогласии в Москве?,query: Какой адрес нужно указать для доставки заявления о несогласии в Москве?
3630,query: С кем сотрудничает памятка по банкротам?,query: Кто задействован в работе памятки по банкротам?
3631,"query: Каким образом клиент может подтвердить операцию, выбирая способ подтверждения?",query: Как клиенту подтвердить свою операцию при выборе метода подтверждения?
3632,"query: Что показывается на экране, когда снимаются деньги с карты несовершеннолетнего?",query: Какое уведомление выводится при выполнении снятия наличных с карты несовершеннолетнего?
3633,query: Кто является законным представителем для оформления Детской СберКарты?,query: Кто может выступать законным представителем при получении Детской СберКарты?
3634,query: Что нужно указать при добавлении подопечного?,query: Какие данные требуются для оформления подопечного?
3635,"query: Что нужно указать в обращении, чтобы ускорить решение по клиенту?","query: Какие сведения важны для обращения, чтобы сократить время рассмотрения заявки клиента?"
3636,query: Как закрыть металлический счет с переводом средств?,query: Как проходит процедура закрытия металлического счета с пересчетом?
3637,"query: Какие действия может совершать доверенное лицо банкрота на этапе реструктуризации долгов, если это прописано в доверенности?","query: Что разрешено доверенному лицу клиента-банкрота делать в процессе реструктуризации долгов, если указано в доверенности?"
3638,query: Что нужно для регистрации госсоцучреждения?,query: Какое свидетельство необходимо для создания социального учреждения государственного типа?
3639,"query: Что нужно для выполнения операции доверенным лицом, если финансовый управляющий не менялся?","query: Какие бумаги требуются, чтобы доверенное лицо могло проводить операции без смены финансового управляющего?"
3640,query: Что именно недоступно в Личном кабинете Сбербанк Онлайн для банкрота?,query: Какие функции Сбербанк Онлайн заблокированы для клиентов с банкротством?
3641,"query: Что может делать доверенное лицо банка клиента, находящегося на стадии «Реализация имущества»?",query: Какие действия доступны доверенному лицу клиента-банкрота во время этапа «Реализация имущества»?
3642,query: Что предпринять с наличными на счету вкладчика?,query: Как использовать наличные деньги со счета вкладчика?
3643,query: Что необходимо для получения наследственных выплат при реструктуризации долгов?,"query: Какие требования нужно соблюдать, чтобы получить выплаты по наследству в случае долговой реструктуризации?"
3644,query: Когда возможно выдавать деньги банкроту только по копии разрешения Финансового управляющего?,query: В каких ситуациях разрешено банку выдавать средства банкроту на основании копии разрешения Финансового управляющего?
3645,query: Со какого числа можно заказать Детскую СберКарту с учетом свидетельства о рождении из Украины?,query: Когда начинается возможность заказа Детской СберКарты по украинскому свидетельству о рождении?
3646,query: Какие методы оплаты можно использовать для приобретения физических слитков драгметаллов?,query: Что за способы оплаты предлагают при покупке физических слитков золота и серебра?
3647,query: Какой код блокировки действует на карты клиента во время банкротства?,"query: Какой используется код блокировки для карт лиц, находящихся в банкротстве?"
3648,query: Что требуется приложить к заявке для разблокировки счета?,query: Какие бумаги нужно подать для разблокировки счета?
3649,query: Что представляет собой выплаты АСВ?,query: Что значит выплаты Агентства по страхованию вкладов?
3650,query: Как банкрот может использовать деньги с Номинального счета?,query: Какие действия может совершать банкрот с деньгами на Номинальном счете?
3651,"query: Что будет с доверенностью на траты, если клиента признают банкротом?",query: Как изменится доверенность на списание средств после объявления клиента банкротом?
3652,query: Какие документы нужны для проверки полномочий финансового управляющего в заявке?,query: Что необходимо приложить к заявке для подтверждения полномочий финансового управляющего?
3653,"query: Как действовать, если в списке ""Мои подопечные"" нет подопечного?","query: Что делать, если подопечный не значится в разделе ""Мои подопечные""?"
3654,"query: Что делать родителю, если по карте ребенка установлен лимит на снятие в день?",query: Какие действия предпринять родителю при наличии расходного лимита на карту ребенка?
3655,query: Каким образом можно получить деньги по разрешению Финансового управляющего на сумму 50 000 рублей?,query: Как происходит выдача 50 000 рублей по согласованию с Финансовым управляющим?
3656,query: Какой паспорт или справка нужны для оформления Детской СберКарты в банке?,query: Что нужно принести в офис банка для получения Детской СберКарты?
3657,"query: Как подтвердить операцию, если я использую карту?",query: Какой метод подтверждения операции при использовании карты?
3658,query: Кто считается отправителем перевода внутри России?,query: Кого нужно указать в качестве отправителя при переводе средств по России?
3659,query: Куда отправлять информацию о клиентах после сохранения?,query: Где нужно передавать данные клиентов после их сохранения?
3660,query: Что за исключения есть для получения денег банкрота без заверенного разрешения Финансового управляющего?,query: Какие условия позволяют выдать деньги банкроту без разрешения Финансового управляющего?
3661,query: Какие документы нужны банкроту для возврата ошибочно перечисленных денег?,"query: Что должен представить банкрот, чтобы вернуть ошибочно перечисленные средства?"
3662,query: Нужно ли оформлять заявку для разблокировки счета?,query: Обязательна ли подача заявки на восстановление доступа к счету?
3663,"query: Какая информация должна быть в предварительном письменном разрешении от опеки, получаемом через МФЦ?","query: Что включает в себя предварительное письменное разрешение органов опеки и попечительства, выдаваемое через МФЦ?"
3664,query: Какие варианты статусов подопечного доступны на экране «Запрос документов»?,query: Какие статусы можно установить для подопечного в разделе «Запрос документов»?
3665,"query: Что делать, если в разрешении ФУ указана сумма больше 50 000 рублей?","query: Каковы действия, если сумма в разрешении ФУ превышает 50 000 рублей?"
3666,"query: Что может делать владелец счета, если он стал банкротом на этапе реструктуризации долгов?","query: Какие права есть у владельца счета, признанного банкротом во время реструктуризации?"
3667,"query: Как банкрот может получить деньги, если его финансовый управляющий и он находятся в разных банках?","query: Что делать банкроту для получения денежных средств, если финансовый управляющий в другом территориальном банке?"
3668,query: Какие шаги нужно предпринять после нажатия на «Заменить документ»?,query: Что делать после нажатия кнопки «Заменить документ»?
3669,"query: Что будет, если кредиторы решат начать обычное банкротство в ходе внесудебной процедуры?","query: Какие последствия, если кредиторы подадут на банкротство во время внесудебного разбирательства?"
3670,query: Какой закон регулирует подачу заявлений вкладчиками в банк?,query: По какому законодательству вкладчики могут подавать свои заявки в банк?
3671,query: Какие документы нужны банкроту для платежей по Плану реструктуризации долгов?,query: Что необходимо предоставить клиенту-банкроту для выполнения платежей в рамках реструктуризации долгов?
3672,"query: Какие права у Доверенного лица клиента, находящегося в банкротстве?",query: Что может делать Доверенное лицо клиента-банкрота во время процедуры банкротства?
3673,query: Что нужно сделать законному представителю для получения новой Детской СберКарт?,query: Как законному представителю перевыпустить Детскую СберКарту?
3674,"query: Каков смысл комплаенса в сообщении, выводимом в СБОЛ.Про?",query: Что подразумевается под комплаенсом в контексте уведомления в СБОЛ.Про?
3675,query: Какой документ позволяет банкроту получить средства на осуществление расходов?,query: Что подтверждает право банкрота на получение денег для покрытия расходов?
3676,query: Можно ли работать с банкротом без заверенного судебного решения?,"query: Обслуживание банкрота возможно, если у суда нет заверенной печати?"
3677,query: Какие бумаги нужны банку от клиента-банкрота для платежей по Плану реструктуризации долгов?,query: Что требуется от клиента-банкрота для выполнения платежей по долговой реструктуризации?
3678,query: Как подключить детскую СберКарту к приложению СберKids?,query: Как внести детскую СберКарту в приложение СберKids?
3679,query: На каких этапах банкротства клиент может оформить страховой договор?,query: В каких фазах процедуры банкротства разрешено подписывать страхование?
3680,query: Какой документ нужно заверить нотариусом для платежей по Плану реструктуризации долгов?,query: Какую копию нужно удостоверить у нотариуса при платежах по Плану реструктуризации долгов?
3681,query: Что проверяют при оформлении Детской СберКарты в банке?,query: Какие моменты важны при получении Детской СберКарты в офисе?
3682,query: Как происходит отправка документов в СЦ Архив?,query: Каким образом передаются документы в СЦ Архив?
3683,query: Какой запрос выбрать при регистрации обращения по военной пенсии в СберДруг?,query: Какой тип обращения нужно указать для регистрации запроса по военной пенсии в АС СберДруг?
3684,query: Какие форматы запросов нужны для обращения в Центр комплаенс по операциям со счета?,query: Какие образцы документов использовать для запроса в Центр комплаенс касательно операций со счета?
3685,query: Где можно положить деньги законного представителя?,query: Куда законный представитель может внести средства?
3686,query: С какой регулярностью действуют вывоз исполнительных документов из ВСП по регламенту?,query: Какова периодичность вывоза исполнительных документов из ВСП согласно установленным требованиям?
3687,query: В каких случаях можно получить 50 000 рублей по копии разрешения ФУ?,"query: Что нужно, чтобы выдать 50 000 рублей по копии разрешения ФУ?"
3688,query: Какой документ нужно передать в архив после подтверждения операции?,query: Какой файл необходимо загрузить в архив при подтверждении сделки?
3689,query: Какие права и ограничения у Доверенного лица банкрота?,query: Что входит в полномочия Доверенного лица для банкрота?
3690,query: Можно ли ребенку использовать детскую СберКарту без приложения СберKids?,query: Ребенок может пользоваться детской СберКартой без установки СберKids?
3691,query: Куда подаются заявки вкладчиков по Федеральному закону 23.12.2003 N 177-ФЗ?,query: Где регистрируются обращения вкладчиков согласно ФЗ от 23.12.2003 N 177-ФЗ?
3692,"query: Какие действия должен предпринять сотрудник, если ФУ и банкрот зарегистрированы в разных банках?","query: Что делать, если ФУ и банкрот находятся в отделениях разных территориальных банков?"
3693,"query: Как понять, что вывод денег со счета может быть связан с обналичиванием?","query: Когда стоит предположить, что снятие средств со счета связано с обналичиванием?"
3694,"query: Что не может делать банк с клиентами, признанными банкротами?",query: Какие действия банк запрещен проводить для банкротов?
3695,query: Какие варианты подтверждения операции доступны для клиентов?,query: Как можно подтвердить операцию для клиентов?
3696,query: Какие статусы можно выбрать для бенефициара на экране 'Запрос документов'?,query: Какие доступные статусы есть для бенефициара в разделе 'Запрос документов'?
3697,"query: Как проходит выдача денег банкроту, если управляющий и банкрот в разных банках?","query: В каком порядке осуществляется выплата средств банкроту, если финансовый управляющий и банкрот обслуживаются в разных отделениях?"
3698,query: С какого момента можно получить Детскую СберКарту по украинскому свидетельству о рождении?,query: Когда стартует процесс выдачи Детской СберКарты для детей с украинским свидетельством о рождении?
3699,query: Какие операции временно недоступны в системе СБОЛ.про?,query: Что сейчас нельзя сделать в системе СБОЛ.про?
3700,query: Кто может получить наличный платеж по уточнению ситуации?,query: Кому разрешено получить деньги наличными в данной ситуации?
3701,"query: Что нужно предпринять в АС ""Сбердруг"", если на счету есть арест?","query: Как действовать в АС ""Сбердруг"" при наличии ареста на счете?"
3702,query: Когда банкрот может завести новые счета или карточки?,query: В каких ситуациях клиент с статусом банкрот получает возможность открыть новые счета или карты?
3703,query: Что нужно сделать перед проведением расходной операции в другом отделении после разблокировки счета?,"query: Какие условия должны быть соблюдены для расходной операции, если клиент пришел в другое отделение?"
3704,query: Какой документ обычно подтверждает назначение директора соцучреждения?,query: Какой бумажный документ назначает руководство социального учреждения?
3705,query: Когда разрешение финансового управляющего на бумаге становится юридически значимым?,query: При каких условиях документ с разрешением финансового управляющего на бумаги имеет законную силу?
3706,query: Как оформить ярлык на Транспортную единицу (ТЕ)?,query: Каковы требования к ярлыку на ТЕ?
3707,query: Что нельзя делать клиенту в банкротстве при открытии счета на другого человека?,query: Какие ограничения есть у клиента в процедуре банкротства на открытие счета для третьих лиц?
3708,query: Как ребёнок может получить доступ к МП СберKids через QR-код?,query: Как с помощью QR-кода начать использовать МП СберKids для ребёнка?
3709,query: Что нужно предоставить для оформления Детской СберКарты иностранному ребенку?,query: Какие документы требуются для получения Детской СберКарты для ребенка-иностранца?
3710,query: Какой нормативный акт отвечает за страхование вкладов в российских банках?,query: Какой закон регулирует систему страхования вкладов в банках России?
3711,"query: Какие шаги нужно пройти для получения денег, если в разрешении ФУ сумма больше 50 000 рублей?","query: Что нужно сделать, чтобы получить средства, если в разрешении ФУ указано свыше 50 000 рублей?"
3712,"query: Что делать, если клиенту не подходят предложенные варианты перевода?","query: Какие шаги можно предпринять, если клиент не удовлетворен предложенными способами перевода?"
3713,query: Что будет с лимитом карты после единственного разрешения?,query: Как изменится лимит карты после одного разрешения?
3714,query: Кто вправе открыть Номинальный счет для получения социальных выплат?,query: Кто может оформить Номинальный счет для зачисления соцвыплат?
3715,query: Как поменять ПИН-код на Детской СберКарте?,query: Как изменить ПИН на детскую карту Сбер?
3716,"query: Что нужно, чтобы провести расходную операцию по счёту?",query: Какие требования для выполнения расходной операции на счёте?
3717,query: В каких ситуациях банкрот может распоряжаться деньгами с номинального счета без одобрения финансового управляющего?,query: Когда клиент-банкрот имеет право управлять средствами на номинальном счете без согласия финуправляющего?
3718,query: Для чего клиент предъявляет исполнительный документ в банк?,query: Какие задачи стоят перед клиентом при подаче исполнительного документа в банк?
3719,"query: Какие действия можно выполнить через СБОЛ.Про для клиентов, представляющих интересы других людей?","query: Что доступно для открытия в СБОЛ.Про, если клиент действует от имени другого лица?"
3720,query: Какой документ нужен для подтверждения источника средств на счету клиента?,"query: Что требуется предоставить, чтобы подтвердить происхождение денег на счете клиента?"
3721,query: Какие документы нужны для перевыпуска Детской СберКарты в банковском офисе?,query: Что необходимо иметь при себе для переоформления Детской СберКарты в банке?
3722,"query: Что можно делать с дебетовой картой, если счет арестован?",query: Какие действия с дебетовой картой допустимы при аресте счета?
3723,"query: На что обращать внимание, чтобы заподозрить обналичивание денег со счетов?",query: Что может указывать на возможное обналичивание средств при снятии со счета?
3724,query: Что должно быть указано в решении арбитражного суда по заверению bankruptcy?,query: Какие термины могут быть в решении суда об окончании банкротства?
3725,query: Кто имеет право быть законным представителем для недееспособного или ограниченно дееспособного клиента?,query: Кто может быть назначен законным представителем недееспособных и ограниченно дееспособных клиентов?
3726,"query: Что нужно предпринять после того, как клиент заполнил форму запроса?",query: Какие действия следует выполнить после заполнения клиентом запроса?
3727,query: Что нужно от клиента для обновления данных?,query: Какие документы запрашивает сотрудник для актуализации информации?
3728,query: Какие документы требует проверить законного представителя перед переводом средств с счета подопечного?,"query: Что должно быть проверено у законного представителя перед тем, как перевести деньги со счета ребенка?"
3729,query: Какой вариант нужно указать при подготовке документов для ребенка?,query: Какой показатель следует выбрать при оформлении бумаг для ребенка?
3730,query: Кто может запросить выписку по вкладу?,query: Какие лица могут получить информацию о вкладе?
3731,query: Что сейчас недоступно для пользователей в СБОЛ.про?,query: Какие функции временно не работают в СБОЛ.про?
3732,query: Сколько копий Транспортной накладной нужно сделать при передаче ТЕ?,query: Какое количество экземпляров ТН требуется при передаче ТЕ?
3733,query: Что нужно предоставить законному представителю для подтверждения своих прав?,query: Какие справки требуются законному представителю для подтверждения полномочий?
3734,query: Что могут делать клиенты с валютой и драгметаллами в зависимости от их стадии банкротства?,query: Какие валютные и металлургические операции доступны клиентам в разных стадиях банкротства?
3735,query: При каких обстоятельствах банкрот может использовать средства со спецсчета без согласия Финансового управляющего?,query: В каких ситуациях банкроту не нужно согласие Финансового управляющего для доступа к деньгам со специального счета?
3736,"query: Что нужно проверить, если клиент идет в другое отделение для разблокировки?","query: Какие действия требуют проверки при обращении в отделение, отличное от того, где была подана заявка на разблокировку?"
3737,query: Кто имеет право задать ПИН для Детской СберКарты?,query: Кто может задать ПИН-код для Детской карты Сбербанка?
3738,query: Как активировать СМС-Банк для получения сообщений?,"query: Что нужно сделать, чтобы подключить СМС-Банк для получения уведомлений?"
3739,query: Что может сделать банкрот с номинальным счетом без одобрения финансового управляющего?,query: Какие действия разрешены банкроту по номинальному счету без согласия финуправляющего?
3740,"query: Что запрещено делать с картами, если счет арестован?",query: Какие действия с банковскими картами недопустимы при аресте счета?
3741,query: Что случается со скан-копией исполнительного документа после регистрации?,"query: Как обрабатывается скан-образ исполнительного документа после того, как его зарегистрировали?"
3742,query: Когда банкроту не нужно получать одобрение финансового управляющего для использования карты как специального счета?,query: В каких ситуациях банкрот может использовать карту как специальный счет без разрешения финансового управляющего?
3743,"query: Что нужно, чтобы провести расходную операцию на счете?",query: Какие требования необходимо выполнить для расходной операции по счету?
3744,query: Когда можно получить детскую карту через планшет?,query: Когда доступна выдача детской карты с помощью планшета?
3745,query: Как можно частично снять деньги с карты недееспособного клиента?,query: Каким образом проходит частичное снятие средств с карты недееспособного человека?
3746,query: Какую максимальную сумму банкрот может расходовать в месяц без одобрения Финансового управляющего?,query: Какой лимит на распоряжение деньгами месячного дохода у банкрота без согласования с Финансовым управляющим?
3747,query: Какие действия необходимо предпринять после подачи документов?,"query: Что делать, когда документы уже представлены?"
3748,query: Что может банкрот делать с личным сейфом во время реализации имущества?,query: Какие действия допускаются для банкрота с индивидуальным сейфом в процессе взыскания имущества?
3749,"query: Что предпринять, если бенефициар не указан при открытии номинального счёта?","query: Каковы действия, если не хватает бенефициара при открытии номинального счёта?"
3750,query: Когда банкрот может получить карту МИР без согласия Финансового управляющего?,query: В каких ситуациях возможно открыть карту МИР для банкрота без разрешения Финансового управляющего?
3751,query: Какая информация должна содержаться в решении арбитражного суда о закрытии банкротства?,query: Что необходимо указать в постановлении арбитражного суда при прекращении процедуры банкротства?
3752,"query: Что следует проверить при оформлении Детской СберКарты, чтобы не допустить ошибок?","query: На что обратить внимание при выдаче Детской СберКарты, чтобы избежать проблем?"
3753,query: Что может получить опекун в качестве документа?,query: Какие бумаги может выдать опекуну организация?
3754,query: Какие формулировки могут быть в решении арбитражного суда при закрытии дела о банкротстве?,query: Что может быть прописано в решении суда об окончании процедуры банкротства?
3755,query: Какие операции с металлическими счетами временно недоступны в СБОЛ.про?,query: Что приостановлено на данный момент в СБОЛ.про для металлических счетов?
3756,"query: Как поступить, если ребенок не помнит ПИН-код для Детской СберКарты?","query: Что предпринимать, если у ребенка нет памяти на ПИН-код Детской СберКарты?"
